Stock,Method,Index,FixN2,Use.r,Use.k,Use.q,Resilience,Prior.r.low,Prior.r.hi,Prior.k.low,Prior.k.hi,Prior.log.k,Prior.log.k.sd,Prior.q.low,Prior.q.hi,Prior.log.q,Prior.log.q.sd,r,r.low,r.high,k,k.low,k.high,msy,msy.low,msy.high,fmsy,fmsy.low,fmsy.high,bmsy,bmsy.low,bmsy.high,b.end,b.end.low,b.end.hi,bbmsy,bbmsy.low,bbmsy.hi,f.end,f.end.low,f.end.hi,ffmsy,ffmsy.low,ffmsy.hi,Converge,Prior.Warn,Fit.Warn
Had_7_bk,SPICT,1,Y,Y,Y,N,Medium,0.2,0.8,34.43041667,550.8866667,5.679006543,0.535016541,0.097515047,0.390060188,-1.411457853,0.229072683,0.610022509,0.195839379,1.024205639,251.0335303,-37.34518106,539.4122416,29.61981994,8.00277636,109.6286706,0.2767082,0.13446607,0.5694182,108.7577311,35.15797103,336.4313621,127.883418,27.78700386,588.5545877,1.17585588,0.61795364,2.23744463,0.13254141,0.02816888,0.6236395,0.47899342,0.08247059,2.78201833,Convergence: 0  MSG: relative convergence (4),,
Had_7_bk,SPICT,1,Y,Y,N,Y,Medium,0.2,0.8,34.43041667,550.8866667,5.679006543,0.535016541,0.097515047,0.390060188,-1.411457853,0.229072683,0.815833967,0.362603632,1.269064303,84.30509388,41.13801016,127.4721776,14.66573348,10.31069499,20.86025613,0.38560595,0.21737985,0.68401901,38.25828641,22.76429644,64.29790102,27.59339634,15.54079667,48.99333912,0.72123973,0.3808689,1.36578953,0.63303072,0.33905821,1.18188523,1.64165184,0.76437774,3.52577089,Convergence: 0  MSG: relative convergence (4),,
Had_7_bk,SPICT,1,Y,Y,Y,Y,Medium,0.2,0.8,34.43041667,550.8866667,5.679006543,0.535016541,0.097515047,0.390060188,-1.411457853,0.229072683,0.563824023,0.159737691,0.967910355,144.7506749,-51.92441845,341.4257683,16.76504228,7.95741117,35.32136729,0.26090129,0.12185587,0.55860652,64.86316477,17.29320155,243.2880997,29.13626546,16.42662006,51.67964939,0.44919587,0.09948751,2.02816333,0.60203706,0.32176992,1.1264217,2.30752809,0.85202544,6.24944473,Convergence: 0  MSG: relative convergence (4),,
Had_7_bk,SPICT,2,N,N,N,N,Medium,0.2,0.8,34.43041667,550.8866667,5.679006543,0.535016541,0.097515047,0.390060188,-1.411457853,0.229072683,0.413011502,-0.516142018,1.342165021,83.23919168,-23.2413739,189.7197573,15.24560776,11.24963686,20.66098302,0.67369786,0.21836266,2.0785092,22.61943276,7.84214672,65.24217878,19.58951242,7.66504478,50.06480823,0.86604791,0.27186139,2.7589022,0.88335827,0.3274554,2.38298661,1.31120837,0.3310845,5.19283567,Convergence: 0  MSG: relative convergence (4),,
Had_7_bk,SPICT,2,Y,N,N,N,Medium,0.2,0.8,34.43041667,550.8866667,5.679006543,0.535016541,0.097515047,0.390060188,-1.411457853,0.229072683,1.088161257,0.254648774,1.921673741,65.91742781,14.67914441,117.1557112,15.58698361,11.09914114,21.88944667,0.52179886,0.23796124,1.14419495,29.99806124,13.31005656,67.60930535,23.40153086,8.39436783,65.23798545,0.78010144,0.41184797,1.47762841,0.73709535,0.25050025,2.16889824,1.41260437,0.58793808,3.39398176,Convergence: 0  MSG: relative convergence (4),,
Had_7_bk,SPICT,2,Y,Y,N,N,Medium,0.2,0.8,34.43041667,550.8866667,5.679006543,0.535016541,0.097515047,0.390060188,-1.411457853,0.229072683,0.748610992,0.241591051,1.255630933,92.63982275,22.79974248,162.479903,15.08389801,10.09624348,22.53550833,0.3555784,0.17640788,0.71672533,42.61582749,20.34903772,89.24789359,31.96509684,10.38897084,98.35116794,0.7500757,0.35209532,1.59790128,0.5386826,0.16629126,1.74500421,1.51494748,0.54864526,4.18315077,Convergence: 0  MSG: relative convergence (4),,
Had_7_bk,SPICT,2,Y,Y,Y,N,Medium,0.2,0.8,34.43041667,550.8866667,5.679006543,0.535016541,0.097515047,0.390060188,-1.411457853,0.229072683,0.608351528,0.192940793,1.023762262,245.0466831,-43.00428754,533.0976537,29.65059392,7.82467535,112.3570858,0.27866414,0.13591216,0.57135212,107.7546975,34.01517049,341.3498937,124.9736619,26.50163661,589.3377981,1.15979781,0.62043059,2.16806033,0.13407453,0.027675,0.64953845,0.48113306,0.08009113,2.89032043,Convergence: 0  MSG: relative convergence (4),,
Had_7_bk,SPICT,2,Y,Y,N,Y,Medium,0.2,0.8,34.43041667,550.8866667,5.679006543,0.535016541,0.097515047,0.390060188,-1.411457853,0.229072683,0.752722118,0.312715438,1.192728798,96.84317508,47.38490141,146.3014487,15.17027327,9.8886178,23.2729382,0.35213855,0.19186306,0.64630242,43.42417809,26.06040823,72.35724114,34.95799305,18.78113602,65.06854945,0.80503523,0.42505759,1.52469154,0.49635575,0.25541138,0.96459695,1.40954677,0.60820373,3.26670484,Convergence: 0  MSG: relative convergence (4),,
Had_7_bk,SPICT,2,Y,Y,Y,Y,Medium,0.2,0.8,34.43041667,550.8866667,5.679006543,0.535016541,0.097515047,0.390060188,-1.411457853,0.229072683,0.579471136,0.159791846,0.999150427,135.0328167,20.03279714,250.0328363,15.75199298,9.94843734,24.94113138,0.26630131,0.1235582,0.57395129,59.82763661,26.34454567,135.8666855,37.7648405,19.97950094,71.38232243,0.63122735,0.22029947,1.80866511,0.46032667,0.23254564,0.91122173,1.72859336,0.59209596,5.04653841,Convergence: 0  MSG: relative convergence (4),,
Ple_7_hk,CMSY,1,Y,Y,Y,Y,Medium,0.2,0.8,0.54625,8.74,1.535387631,0.535016541,5744.473008,22977.89203,9.572284187,0.229072683,0.441534111,0.298756924,0.652545115,3.821852324,2.09676202,6.966243687,0.421869542,0.212045923,0.839317768,0.220767056,0.149378462,0.326272558,1.910926162,1.04838101,3.483121844,0.282981472,0.047178791,0.736794588,0.148086032,0.024688966,0.385569366,0.187291414,0.07193321,1.123386132,2.864438557,1.10014793,17.18108956,,,
Ple_7_hk,BSM,1,Y,Y,Y,Y,Medium,0.2,0.8,0.54625,8.74,1.535387631,0.535016541,5744.473008,22977.89203,9.572284187,0.229072683,0.418738286,0.275178721,0.637192263,3.047867976,2.190994528,4.239855043,0.319064753,0.239553325,0.424967246,0.209369143,0.137589361,0.318596131,1.523933988,1.095497264,2.119927521,0.109411874,0.057057605,0.193359251,0.071795678,0.037440995,0.126881645,0.484408117,0.274101186,0.928885821,16.11277853,9.117377577,30.89735907,,,
Ple_7_hk,SPICT,1,N,N,N,N,Medium,0.2,0.8,0.54625,8.74,1.535387631,0.535016541,5744.473008,22977.89203,9.572284187,0.229072683,0.053861705,-0.099574328,0.207297738,2.097984111,-8.377845574,12.5738138,0.03337116,0.00002043,54.50026983,0.05199873,0.00060627,4.45986811,0.64251966,0.0036966,111.6786735,0.36622916,0.00146218,91.72863039,0.56998903,0.00001955,16615.67875,0.12017629,0.00046973,30.7463319,2.31113893,0.01882081,283.8008683,Convergence: 0  MSG: relative convergence (4),,
Ple_7_hk,SPICT,1,Y,N,N,N,Medium,0.2,0.8,0.54625,8.74,1.535387631,0.535016541,5744.473008,22977.89203,9.572284187,0.229072683,0.046359017,-0.410226392,0.502944427,2.28997299,-7.292613486,11.87255947,0.00660177,0,6.75555E+15,0.01457476,0,64458.36543,0.70985543,0.00004996,10086.79821,0.46634758,0.00437295,49.73300492,0.65696135,0.00000053,821907.01,0.09390717,0.00087921,10.03013939,6.44313844,0.00010476,396266.9629,Convergence: 0  MSG: relative convergence (4),,
Ple_7_hk,SPICT,1,Y,Y,N,N,Medium,0.2,0.8,0.54625,8.74,1.535387631,0.535016541,5744.473008,22977.89203,9.572284187,0.229072683,0.448405617,0.064398289,0.832412945,1.987714742,-0.444395056,4.41982454,0.19394499,0.0506008,0.74336096,0.21150759,0.08605485,0.51984824,0.92131861,0.26130769,3.24838503,0.0924493,0.03516762,0.24303246,0.10034455,0.02092325,0.48123631,0.47927034,0.18969493,1.21089191,2.2659723,1.42013322,3.61559773,Convergence: 0  MSG: both X-convergence and relative convergence (5),,
Ple_7_hk,SPICT,1,Y,Y,Y,N,Medium,0.2,0.8,0.54625,8.74,1.535387631,0.535016541,5744.473008,22977.89203,9.572284187,0.229072683,0.423426579,0.069532808,0.77732035,4.107139753,-0.300364929,8.514644435,0.38644983,0.09312414,1.60370317,0.20134159,0.08376004,0.48398297,1.92594827,0.64896271,5.71570093,0.09010104,0.0381837,0.21260901,0.04678269,0.01087854,0.20118704,0.4836179,0.21481529,1.08877852,2.4019772,1.64286703,3.51184505,Convergence: 0  MSG: both X-convergence and relative convergence (5),,
Ple_7_hk,SPICT,1,Y,Y,N,Y,Medium,0.2,0.8,0.54625,8.74,1.535387631,0.535016541,5744.473008,22977.89203,9.572284187,0.229072683,0.463018015,0.216239122,0.709796908,1.97870684,-0.478493826,4.435907505,0.20038462,0.06237428,0.64375887,0.21892103,0.12797374,0.37450197,0.91935335,0.25575503,3.30476612,0.08897368,0.05271767,0.15016436,0.09677855,0.02462415,0.38036183,0.49741334,0.3052408,0.81057324,2.27211311,1.45081673,3.55833918,Convergence: 0  MSG: relative convergence (4),,
Ple_7_hk,SPICT,1,Y,Y,Y,Y,Medium,0.2,0.8,0.54625,8.74,1.535387631,0.535016541,5744.473008,22977.89203,9.572284187,0.229072683,0.427353748,0.21591793,0.638789566,4.11147235,-0.288140816,8.511085515,0.39088243,0.12336665,1.23849576,0.20331714,0.12197085,0.33891589,1.9289841,0.65430448,5.68692368,0.08924981,0.05386197,0.14788783,0.04626778,0.01377279,0.15543026,0.48807536,0.30925367,0.77029826,2.40056177,1.64979141,3.49298509,Convergence: 0  MSG: relative convergence (4),,
Sol_7_hk,CMSY,1,Y,Y,Y,Y,Medium,0.2,0.8,0.3075,4.92,0.960785972,0.535016541,9956.822107,39827.28843,10.12230397,0.229072683,0.423162082,0.29090748,0.615543292,2.175182008,1.163686925,4.065884617,0.230113637,0.108673289,0.487261281,0.211581041,0.14545374,0.307771646,1.087591004,0.581843462,2.032942308,0.45321204,0.037804278,0.847009201,0.416711832,0.034759646,0.778793865,0.251537889,0.134591218,3.01553174,1.426464062,0.763262886,17.10099288,,,
Sol_7_hk,BSM,1,Y,Y,Y,Y,Medium,0.2,0.8,0.3075,4.92,0.960785972,0.535016541,9956.822107,39827.28843,10.12230397,0.229072683,0.53685937,0.397029925,0.725935164,1.322847145,1.020046941,1.715533372,0.177545721,0.140424512,0.22447992,0.268429685,0.198514962,0.362967582,0.661423572,0.510023471,0.857766686,0.389881667,0.271059619,0.510317318,0.58945838,0.409812457,0.771543894,0.29239641,0.22339042,0.420571682,1.089284929,0.832212054,1.566785289,,,
Sol_7_hk,SPICT,1,N,N,N,N,Medium,0.2,0.8,0.3075,4.92,0.960785972,0.535016541,9956.822107,39827.28843,10.12230397,0.229072683,1.560017216,1.16103751,1.958996921,0.858333317,0.64392262,1.072744013,0.14063458,0.12774115,0.1548294,0.22803428,0.15698299,0.33124373,0.61672687,0.4675121,0.81356617,0.52786231,0.31982977,0.87120914,0.85590939,0.62674101,1.16887336,0.20900056,0.1197439,0.36478881,0.91653134,0.64740771,1.2975281,Convergence: 1  MSG: false convergence (8),,
Sol_7_hk,SPICT,1,Y,N,N,N,Medium,0.2,0.8,0.3075,4.92,0.960785972,0.535016541,9956.822107,39827.28843,10.12230397,0.229072683,0.446022253,-0.016017577,0.908062083,1.118602119,0.111507049,2.125697189,0.1243673,0.06171554,0.25062125,0.22272725,0.07895937,0.62826526,0.55838502,0.2270722,1.37310438,0.40138943,0.07962982,2.02328058,0.7188399,0.18101773,2.85458676,0.26978604,0.05221707,1.39388357,1.21128442,0.56830986,2.58170772,Convergence: 0  MSG: relative convergence (4),,
Sol_7_hk,SPICT,1,Y,Y,N,N,Medium,0.2,0.8,0.3075,4.92,0.960785972,0.535016541,9956.822107,39827.28843,10.12230397,0.229072683,0.477117519,0.142673914,0.811561124,1.072907597,0.296310288,1.849504906,0.12761697,0.06612755,0.24628301,0.23826956,0.11814073,0.48054877,0.53560018,0.25975512,1.10437687,0.36380015,0.11755803,1.1258317,0.6792383,0.20786839,2.21950376,0.29810833,0.09459857,0.9394283,1.25113895,0.68400077,2.28851887,Convergence: 0  MSG: relative convergence (4),,
Sol_7_hk,SPICT,1,Y,Y,Y,N,Medium,0.2,0.8,0.3075,4.92,0.960785972,0.535016541,9956.822107,39827.28843,10.12230397,0.229072683,0.428108645,0.2612912,0.594926089,1.826844721,1.067179143,2.586510299,0.18935106,NA,NA,0.21106911,0.13945585,0.31945714,0.89733128,0.61023961,1.31948733,1.69007909,1.01858673,2.80424556,1.88345054,1.57914827,2.24639193,0.06564181,0.04451434,0.09679683,0.31099678,0.23412046,0.41311638,Convergence: 1  MSG: false convergence (8),,
Sol_7_hk,SPICT,1,Y,Y,N,Y,Medium,0.2,0.8,0.3075,4.92,0.960785972,0.535016541,9956.822107,39827.28843,10.12230397,0.229072683,0.637758154,0.393113592,0.882402717,0.974916405,0.111869283,1.837963528,0.15500728,0.07767219,0.30934182,0.31851966,0.21697566,0.46758598,0.48664991,0.20086903,1.17901766,0.23477746,0.15026592,0.36681939,0.48243605,0.19019448,1.22371866,0.46168291,0.28632974,0.74442531,1.44946438,1.03504568,2.02981089,Convergence: 0  MSG: relative convergence (4),,
Sol_7_hk,SPICT,1,Y,Y,Y,Y,Medium,0.2,0.8,0.3075,4.92,0.960785972,0.535016541,9956.822107,39827.28843,10.12230397,0.229072683,0.564784778,0.364975768,0.764593788,2.187815939,-0.221481865,4.597113743,0.30787019,0.10562666,0.89734973,0.28199532,0.19791611,0.40179327,1.09175939,0.3630585,3.28304828,0.23441098,0.14974354,0.36695077,0.21470938,0.06440795,0.71575194,0.46011456,0.29100861,0.72748849,1.631639,1.26206445,2.10943731,Convergence: 0  MSG: both X-convergence and relative convergence (5),,
Whg_7_bk,CMSY,1,Y,Y,Y,Y,Medium,0.2,0.8,32,512,5.605802066,0.535016541,8.255554356,33.02221743,3.027176961,0.229072683,0.557105862,0.399316877,0.777244738,144.0783204,86.07944602,241.1558551,20.06671921,13.77111623,29.24041981,0.278552931,0.199658438,0.388622369,72.0391602,43.03972301,120.5779275,72.11777893,33.80440659,85.97309481,1.001091333,0.469250426,1.193421669,0.22460481,0.188407781,0.479168299,0.806327217,0.676380536,1.720205554,,,
Whg_7_bk,BSM,1,Y,Y,Y,Y,Medium,0.2,0.8,32,512,5.605802066,0.535016541,8.255554356,33.02221743,3.027176961,0.229072683,0.451839675,0.316063916,0.645942424,160.4470425,115.1190575,223.6228647,18.12408488,14.96055812,21.95656405,0.225919838,0.158031958,0.322971212,80.22352123,57.55952877,111.8114324,46.11606978,29.38189915,90.39391378,0.574844747,0.36625043,1.126775694,0.351244156,0.17919348,0.551291798,1.554729145,0.793172845,2.440209783,,,
Whg_7_bk,SPICT,1,N,N,N,N,Medium,0.2,0.8,32,512,5.605802066,0.535016541,8.255554356,33.02221743,3.027176961,0.229072683,4.131230791,3.877351039,4.385110542,35.80415717,29.76613025,41.84218408,28.18345616,25.30854428,31.38494226,1.49181725,1.38504659,1.60681866,18.83483542,15.51262764,22.86853225,29.02593602,22.79886872,36.95380556,1.54107723,1.33637852,1.7771305,0.64736077,0.45290525,0.92530604,0.43394107,0.31612209,0.59567128,Convergence: 1  MSG: false convergence (8),,
Whg_7_bk,SPICT,1,Y,N,N,N,Medium,0.2,0.8,32,512,5.605802066,0.535016541,8.255554356,33.02221743,3.027176961,0.229072683,11.25098098,NA,NA,11.33089681,NA,NA,32.02130387,NA,NA,5.65947531,NA,NA,5.65795576,NA,NA,8.92940156,NA,NA,1.57820279,1.33961088,1.85928921,2.11824687,NA,NA,0.37428326,NA,NA,Convergence: 1  MSG: false convergence (8),,
Whg_7_bk,SPICT,1,Y,Y,N,N,Medium,0.2,0.8,32,512,5.605802066,0.535016541,8.255554356,33.02221743,3.027176961,0.229072683,0.606123279,0.085697681,1.126548877,150.3291961,-60.07847702,360.7368692,22.54762186,8.61231381,59.03120381,0.30179463,0.12776087,0.71289433,74.71369902,18.42612129,302.946927,109.9859012,17.7501527,681.5095429,1.47209819,0.89626521,2.41789268,0.17128117,0.02719446,1.07879478,0.56754215,0.13287873,2.42404562,Convergence: 0  MSG: relative convergence (4),,
Whg_7_bk,SPICT,1,Y,Y,Y,N,Medium,0.2,0.8,32,512,5.605802066,0.535016541,8.255554356,33.02221743,3.027176961,0.229072683,0.53340274,0.125626237,0.941179242,245.5514635,-14.57611609,505.6790431,32.37733867,9.59489201,109.2552223,0.26543631,0.12360224,0.57002555,121.9815908,42.34433851,351.3931028,203.3448803,55.45366956,745.6520134,1.66701286,1.2162082,2.2849146,0.09261822,0.02471047,0.3471458,0.34892822,0.07689854,1.58326677,Convergence: 0  MSG: relative convergence (4),,
Whg_7_bk,SPICT,1,Y,Y,N,Y,Medium,0.2,0.8,32,512,5.605802066,0.535016541,8.255554356,33.02221743,3.027176961,0.229072683,0.837903027,0.113845585,1.561960468,74.47441483,34.43553955,114.5132901,15.37985262,10.82830254,21.84459345,0.41677354,0.1777818,0.97704143,36.90392329,21.0411086,64.72565588,33.66068296,16.81181607,67.39554918,0.91211665,0.38072527,2.18518929,0.56166594,0.26459198,1.19228341,1.34765259,0.39491773,4.5988503,Convergence: 0  MSG: relative convergence (4),,
Whg_7_bk,SPICT,1,Y,Y,Y,Y,Medium,0.2,0.8,32,512,5.605802066,0.535016541,8.255554356,33.02221743,3.027176961,0.229072683,0.645705752,0.287797547,1.003613957,91.14652104,48.46388719,133.8291549,14.5804403,12.04058299,17.65605864,0.32167484,0.18495667,0.55945373,45.32754247,28.38643165,72.37916099,35.56249419,17.423387,72.58582918,0.784567,0.35746217,1.72198746,0.53132269,0.244122,1.15640456,1.65173841,0.63431898,4.30105335,Convergence: 0  MSG: relative convergence (4),,
